id,college,state,district
4121,Kabikankan Mukundaram Mahav ,West Bengal,Hugli
4122,Kabi Nazrul College   ,West Bengal,Birbhum
4123,Kabi Sukanta Mahav ,West Bengal,Hugli
4124,Kalna College   ,West Bengal,Barddhaman
4125,Kandra Radha Kanta Kundu Mahav ,West Bengal,Barddhaman
4126,Katwa College   ,West Bengal,Barddhaman
4127,Kazi Nazrul Islam Mahav ,West Bengal,Barddhaman
4128,Khalisani Mahav ,West Bengal,Hugli
4129,Khamargachi B. Ed. College   ,West Bengal,Hugli
4130,Khandra College   ,West Bengal,Barddhaman
4131,Khatra Adibasi Mahav ,West Bengal,Bankura
4132,Krishna Chandra College   ,West Bengal,Birbhum
4133,Kulti College   ,West Bengal,Barddhaman
4134,"Law College, Durgapur   ",West Bengal,Barddhaman
4135,Lokepara Mahav ,West Bengal,Birbhum
4136,Mahula Sri Ramkrishna Teachers' Training Institute   ,West Bengal,Birbhum
4137,Mankar College   ,West Bengal,Barddhaman
4138,"Mankundu B. Ed. College, Mankundu   ",West Bengal,Hugli
4139,Memari College   ,West Bengal,Barddhaman
4140,Michael Madhusudan Memorial College   ,West Bengal,Barddhaman
4141,Mohanananda College   ,West Bengal,Barddhaman
4142,"Moulana Abdul Kalam Ajad Teacherâ€™s Training Institute, Bhedia   ",West Bengal,Barddhaman
4143,M.U.C. Women's College   ,West Bengal,Barddhaman
4144,Netaji Mahav ,West Bengal,Hugli
4145,Nikhil Banga Sikshan Mahav ,West Bengal,Bankura
4146,"Nutanhat Teacherâ€™s Training Institute, Nutanhat   ",West Bengal,Barddhaman
4147,Onda Thana Mahav ,West Bengal,Bankura
4148,Padmaja Na ,West Bengal,Barddhaman
4149,Panchmura Mahav ,West Bengal,Bankura
4150,Pandaveswar Colloge   ,West Bengal,Barddhaman
4151,Pandit Raghunath Murmu Smriti Mahav ,West Bengal,Bankura
4152,Pandua College of Education   ,West Bengal,Hugli
4153,Patrasayer Mahav ,West Bengal,Bankura
4154,Polba Mahav ,West Bengal,Hugli
4155,Purbasthali College   ,West Bengal,Barddhaman
4156,Purni Devi Chaudhuri Girls' College   ,West Bengal,Birbhum
4157,Rabindra Mahav ,West Bengal,Hugli
4158,Rabindra Nazrul Smriti B.Ed. Educational Institute   ,West Bengal,Birbhum
4159,"RADHA GOBINDRA B. ED. TEACHER TRAINING COLLEGE, BURDWAN   ",West Bengal,Barddhaman
4160,Raipur B. Ed. College   ,West Bengal,Bankura
4161,Raipur Block Mahav ,West Bengal,Bankura
4162,Raja Rammohan Roy Mahav ,West Bengal,Hugli
4163,Rajendra Academy for Teacher Education   ,West Bengal,Barddhaman
4164,Rajnagar Mahav ,West Bengal,Birbhum
4165,Ramananda College   ,West Bengal,Bankura
4166,Rampurhat College   ,West Bengal,Birbhum
4167,Raniganj Girls' College   ,West Bengal,Barddhaman
4168,Raniganj Institute of Computer & Information Science   ,West Bengal,Barddhaman
4169,Raniganj Institute of Information Technology   ,West Bengal,Barddhaman
4170,Sailajananda Falguni Smriti Mahav ,West Bengal,Birbhum
4171,Saldiha College   ,West Bengal,Bankura
4172,Saltora B. Ed. College   ,West Bengal,Bankura
4173,Saltora Netaji Centenary College   ,West Bengal,Bankura
4174,Sambhunath College   ,West Bengal,Birbhum
4175,Santiniketan Boniad B. Ed. Training Institute   ,West Bengal,Birbhum
4176,Sarat Centenary College   ,West Bengal,Hugli
4177,Shyamsundar College   ,West Bengal,Barddhaman
4178,"Simlapal College of Education, Simlapal   ",West Bengal,Bankura
4179,Sir Rashbehari Ghosh Mahav ,West Bengal,Barddhaman
4180,Sofia Girls' College   ,West Bengal,Birbhum
4181,Sonamukhi College   ,West Bengal,Bankura
4182,Sreegopal Banerjee College   ,West Bengal,Hugli
4183,Sree Ramkrishna Sarada V ,West Bengal,Hugli
4184,"Steel City College of Education, Durgapur   ",West Bengal,Barddhaman
4185,Suri V ,West Bengal,Birbhum
4186,Swami Dhananjay Das Kathiababa Mahav ,West Bengal,Bankura
4187,SwarajnagarTeachers' Training College  B. Ed.)   ,West Bengal,Bankura
4188,Tarakeswar Degree College   ,West Bengal,Hugli
4189,Tarapith College of B.Ed.   ,West Bengal,Birbhum
4190,Tarashankar Bandopadhyay B. Ed. Institution   ,West Bengal,Birbhum
4191,Triveni Debi Bhalotia College   ,West Bengal,Barddhaman
4192,Turku Hansda-Lapsa Hemram Mahav ,West Bengal,Birbhum
4193,"Udyog College of Education, Damodarbati   ",West Bengal,Bankura
4194,Uttaran College of Education   ,West Bengal,Bankura
4195,V ,West Bengal,Barddhaman
4196,V ,West Bengal,Barddhaman
4197,Vivekananda Mahav ,West Bengal,Barddhaman
4198,Vivekananda Mahav ,West Bengal,Hugli
4199,Acharya Girish Chandra Bose College   ,West Bengal,Kolkata
4200,Acharya Jagadish Chandra Bose College   ,West Bengal,Kolkata
4201,Al- Ameen Memorial Minority College   ,West Bengal,South Twenty Four Parganas
4202,Anandamohan College   ,West Bengal,Kolkata
4203,ANNAPURNA MEMORIAL COLLEGE OF EDUCATION   ,West Bengal,South Twenty Four Parganas
4204,Asutosh College   ,West Bengal,Kolkata
4205,Azad Hind Fouz Smriti Mahav ,West Bengal,Haora
4206,Bagnan College   ,West Bengal,Haora
4207,Bagnan Teachers Training College   ,West Bengal,Haora
4208,Bangabasi College   ,West Bengal,Kolkata
4209,Bangabasi Evening College   ,West Bengal,Kolkata
4210,Bangabasi Morning College   ,West Bengal,Kolkata
4211,Bankim Sardar College   ,West Bengal,South Twenty Four Parganas
4212,BANUALI AND AJIRAN TEACHERS TRAINING INSTITUTE  B.ED COLLEGE)   ,West Bengal,South Twenty Four Parganas
4213,Baruipur College   ,West Bengal,South Twenty Four Parganas
4214,Basanti Devi College   ,West Bengal,Kolkata
4215,Behala College   ,West Bengal,Kolkata
4216,Bengal Music College   ,West Bengal,Kolkata
4217,Bethune College   ,West Bengal,Kolkata
4218,Bhangar Mahav ,West Bengal,South Twenty Four Parganas
4219,B ,West Bengal,Hugli
4220,Bijoy krishna Girls' College   ,West Bengal,Haora
4221,Bikash Bharati Law College   ,West Bengal,South Twenty Four Parganas
4222,Budge Budge College   ,West Bengal,South Twenty Four Parganas
4223,Calcutta Girls' B.T College   ,West Bengal,Kolkata
4224,Calcutta Girls' College   ,West Bengal,Kolkata
4225,Charu Chandra College   ,West Bengal,Kolkata
4226,Chittaranjan College   ,West Bengal,Kolkata
4227,City College   ,West Bengal,Kolkata
4228,City College of Commerce & Business Administration   ,West Bengal,Kolkata
4229,Dav ,West Bengal,Kolkata
4230,DEBNARAYAN SHIKASH SANSTHAN B.ED COLLEGE)   ,West Bengal,South Twenty Four Parganas
4231,Deshbandhu College for Girls'   ,West Bengal,Kolkata
4232,Dhola Mahav ,West Bengal,South Twenty Four Parganas
4233,Dhrubachand Haldar College   ,West Bengal,South Twenty Four Parganas
4234,Dinabandhu Andrews College   ,West Bengal,Kolkata
4235,Dr. Kanailal Bhattacharya College   ,West Bengal,Haora
4236,El-Bethel College  for B.Ed)   ,West Bengal,Kolkata
4237,Fakir Chand College   ,West Bengal,South Twenty Four Parganas
4238,Gangadharpur Mahav ,West Bengal,Haora
4239,Gangadharpur Sikshan Mandir   ,West Bengal,Haora
4240,GEORGE SCHOOL OF LAW   ,West Bengal,Hugli
4241,GHOLDIGRUI SIKSSHAN MANDIR   ,West Bengal,Hugli
4242,Goenka College of Commerce & Business Administration   ,West Bengal,Kolkata
4243,Gokhale Memorial Girls College   ,West Bengal,Kolkata
4244,Gourmohan Sachin Mondol Mahav ,West Bengal,South Twenty Four Parganas
4245,Government College of Arts & Crafts   ,West Bengal,Kolkata
4246,Gurudas College   ,West Bengal,Kolkata
4247,Harimohan Ghosh College   ,West Bengal,Kolkata
4248,Heramba Chandra College   ,West Bengal,Kolkata
4249,Hope Institute of Bengal  B.Ed. Section)   ,West Bengal,Haora
4250,IMPERIAL INSTITUTE OF EDUCATION & TRAINING  B.ED)   ,West Bengal,Kolkata
4251,INDIRA GANDHI MEMORIAL B.ED COLLEGE   ,West Bengal,Haora
4252,Institute of Education for Women   ,West Bengal,Kolkata
4253,Jagadish chandra Basu Sikshak sikshan Mahav ,West Bengal,Kolkata
4254,Jibantala Rokeya Mahav ,West Bengal,South Twenty Four Parganas
4255,Jogamaya Devi College   ,West Bengal,Kolkata
4256,Jogesh Chandra Chaudhuri College   ,West Bengal,Kolkata
4257,Jogesh Chandra Chaudhuri Law College   ,West Bengal,Kolkata
4258,Joypur Panchanan Roy College   ,West Bengal,Haora
4259,Jyotirmay School of Law   ,West Bengal,South Twenty Four Parganas
4260,JYOTIRMOY SCHOOL OF EDUCATION   ,West Bengal,South Twenty Four Parganas
4261,Kamala Devi Sohanraj Singhvi Jain College of Education   ,West Bengal,Kolkata
4262,Khudiram Bose Central College   ,West Bengal,Kolkata
4263,K ,West Bengal,Kolkata
4264,Kishore Bharati Bhagini Nivedita College   ,West Bengal,Kolkata
4265,K. K. Das College   ,West Bengal,Kolkata
4266,Kultali Dr. B. R. Ambedkar College   ,West Bengal,South Twenty Four Parganas
4267,Lady Brabourne College   ,West Bengal,Kolkata
4268,Lalbaba College   ,West Bengal,Haora
4269,LIEUTENANT ABHISHEK RAYCHAUDHURI T.T.COLLEGE   ,West Bengal,South Twenty Four Parganas
4270,Loreto College   ,West Bengal,Kolkata
4271,Magrahat College   ,West Bengal,Haora
4272,Maharaja Manindra Ch. College   ,West Bengal,Kolkata
4273,Maharaja Sris Chandra College   ,West Bengal,Kolkata
4274,Maharani Kasiswari College   ,West Bengal,Kolkata
4275,Maheshtala College   ,West Bengal,Kolkata
4276,Mahitosh Nandi Mahav ,West Bengal,Hugli
4277,Matiaburj College   ,West Bengal,Kolkata
4278,Maulana Azad College   ,West Bengal,Kolkata
4279,Milli-Al-Ameen College for Girls   ,West Bengal,Kolkata
4280,Mural ,West Bengal,Kolkata
4281,Naba Ballygunge Mahav ,West Bengal,Kolkata
4282,Nabagram Hiralal Paul College   ,West Bengal,Hugli
4283,Narasinha Dutt College   ,West Bengal,Haora
4284,Netaji Nagar College  Evening)   ,West Bengal,Kolkata
4285,Netaji Nagar College For Women   ,West Bengal,Kolkata
4286,Netaji Nagar Day College   ,West Bengal,Kolkata
4287,New Alipore College   ,West Bengal,Kolkata
4288,Pailan College of Education   ,West Bengal,Kolkata
4289,Panchla Mahav ,West Bengal,Haora
4290,Panchur College   ,West Bengal,Kolkata
4291,Parameswar Mahav ,West Bengal,South Twenty Four Parganas
4292,Pathar Pratima Mahav ,West Bengal,South Twenty Four Parganas
4293,Prabhu Jagatbandhu College   ,West Bengal,Haora
4294,Prafulla Chandra College   ,West Bengal,Kolkata
4295,Puras - Kanpure Har ,West Bengal,Haora
4296,Rabindra Siksha Sammilani Law College   ,West Bengal,Kolkata
4297,Rabin Mukherjee College   ,West Bengal,Kolkata
4298,Ra ,West Bengal,South Twenty Four Parganas
4299,Ra ,West Bengal,South Twenty Four Parganas
4300,Raja Peary Mohan College   ,West Bengal,Hugli
4301,Ramakrishna Mission Blind Boys Academy   ,West Bengal,Kolkata
4302,Ramakrishna Mission Res ,West Bengal,Kolkata
4303,Ramakrishna Mission Siksha Mandir   ,West Bengal,Haora
4304,Ramakrishna Mission V ,West Bengal,Haora
4305,Rammohan College   ,West Bengal,Kolkata
4306,Ramsaday College   ,West Bengal,Haora
4307,Rani Birla Girls' College   ,West Bengal,Kolkata
4308,Sadhan Chandra Mahav ,West Bengal,South Twenty Four Parganas
4309,Sagar Mahav ,West Bengal,South Twenty Four Parganas
4310,Saheed Anurup Ch. Mahav ,West Bengal,South Twenty Four Parganas
4311,Sammilani Mahav ,West Bengal,Kolkata
4312,Sammilani Teachers' Training college   ,West Bengal,Kolkata
4313,Sanskrit College   ,West Bengal,Kolkata
4314,Sarsuna College   ,West Bengal,Kolkata
4315,Savitri Girls' College   ,West Bengal,Kolkata
4316,Scottish Church College   ,West Bengal,Kolkata
4317,Serampore College   ,West Bengal,Hugli
4318,Serampore Girls'College   ,West Bengal,Hugli
4319,Seth Anandaram Jaipuria College   ,West Bengal,Kolkata
4320,Seth Soorajmull Jalan Girls ' College   ,West Bengal,Kolkata
4321,Shibpur Dinobundhoo Institution  College)   ,West Bengal,Haora
4322,Shirakole Mahav ,West Bengal,South Twenty Four Parganas
4323,SHISHURAM DAS COLLEGE   ,West Bengal,South Twenty Four Parganas
4324,Shri Shikshayatan College   ,West Bengal,Kolkata
4325,Shyamaprasad College   ,West Bengal,Kolkata
4326,Shyamaprasad Institute of Education & Training   ,West Bengal,Kolkata
4327,SHYAMBAZAR LAW COLLEGE   ,West Bengal,Kolkata
4328,Shyampur S ,West Bengal,Haora
4329,Sir Gurudas Mahav ,West Bengal,Kolkata
4330,Sishu Bikash College of Education   ,West Bengal,South Twenty Four Parganas
4331,Sivanath Sastri College   ,West Bengal,Kolkata
4332,Sonarpur Mahav ,West Bengal,South Twenty Four Parganas
4333,South Calcutta Girls' College   ,West Bengal,Kolkata
4334,South Calcutta Law College   ,West Bengal,Kolkata
4335,Sovarani Memorial College   ,West Bengal,Haora
4336,Sree Agrasain College   ,West Bengal,Haora
4337,Sree Sree Ramakrishna B.Ed. College   ,West Bengal,South Twenty Four Parganas
4338,State Institute of Physical Education for Women   ,West Bengal,Kolkata
4339,St. Paul's Cathedral Mission College   ,West Bengal,Kolkata
4340,St. Xavier's College   ,West Bengal,Kolkata
4341,Sukanta College   ,West Bengal,South Twenty Four Parganas
4342,Sundarban Hazi Desarat College   ,West Bengal,South Twenty Four Parganas
4343,Sundarban Mahav ,West Bengal,South Twenty Four Parganas
4344,Sunderban Ashutosh B.Ed College for Women   ,West Bengal,South Twenty Four Parganas
4345,Surendra Lal Das Teachers' Training College   ,West Bengal,Haora
4346,Surendranath College   ,West Bengal,Kolkata
4347,Surendranath College for Women   ,West Bengal,Kolkata
4348,Surendranath Evening College   ,West Bengal,Kolkata
4349,Surendranath Law College   ,West Bengal,Kolkata
4350,Susil Kar College   ,West Bengal,South Twenty Four Parganas
4351,Swami Niswambalananda Girls' College   ,West Bengal,Hugli
4352,Taradevi Harakhchand Kankaria Jain College   ,West Bengal,Kolkata
4353,The Bhowanipur Education Society College   ,West Bengal,Kolkata
4354,Udaynarayanpur Madhabilata Mahav ,West Bengal,Haora
4355,Uluberia College   ,West Bengal,Hugli
4356,Umes Chandra College   ,West Bengal,Kolkata
4357,Victoria Institution   ,West Bengal,Kolkata
4358,V ,West Bengal,South Twenty Four Parganas
4359,V ,West Bengal,Kolkata
4360,V ,West Bengal,Kolkata
4361,V ,West Bengal,Kolkata
4362,V ,West Bengal,Kolkata
4363,VIHARILAL COLLEGE OF EDUCATION   ,West Bengal,Kolkata
4364,Vijaygarh Jyotish Roy College   ,West Bengal,Kolkata
4365,Vivekananda College   ,West Bengal,Kolkata
4366,Vivekananda College for Women   ,West Bengal,Kolkata
4367,Vivekananda R. K. Mission B.Ed. College   ,West Bengal,Haora
4368,Women's Christian College   ,West Bengal,Kolkata
4369,Women's College   ,West Bengal,Kolkata
4370,"ACKHM ICA COLLEGE, THOZHIYUR   ",Kerala,Thrissur
4371,"AHALIA SCHOOL OF ENGINEERING & TECHNOLOGY, KOZHIPPARA   ",Kerala,Palakkad
4372,"AL AMEEN ENGINEERING COLLEGE, KULAPPULLI   ",Kerala,Palakkad
4373,AL H ,Kerala,Malappuram
4374,"AL JAMIA ARTS & SCIENCE COLLEGE, PATTIKKAD   ",Kerala,Malappuram
4375,"AL SALAMA INSTITUTE OF ARCHITECTURE, MALAPARAMBA   ",Kerala,Malappuram
4376,"AMAL COLLEGE OF ADVANCED STUDIES, MYLADI   ",Kerala,Malappuram
4377,"AMMINI COLLEGE OF ENGINEERING, KANNAMPARIYARAM   ",Kerala,Palakkad
4378,"ANSAR ARABIC COLLEGE, VALAVANNUR   ",Kerala,Malappuram
4379,"ANSAR TRAINING COLLEGE, PERUMPILAVU   ",Kerala,Thrissur
4380,"ANSAR WOMEN'S COLLEGE, PERUMPILAU   ",Kerala,Thrissur
4381,"ANWARUL ISLAM ARABIC COLLEGE, KUNIYIL, AREACODE   ",Kerala,Malappuram
4382,"ANWARUL ISLAM ARABIC COLLEGE, THIRURKAD   ",Kerala,Malappuram
4383,"ANWARUL ISLAM WOMENS' ARABIC COLLEGE, MONGAM   ",Kerala,Malappuram
4384,"ARAFA INSTITUTE OF TEACHER EDUCATION, ATTUR   ",Kerala,Thrissur
4385,"ARYANET INSTITUTE OF TECHNOLOGY, VELIKKAD   ",Kerala,Palakkad
4386,"ASPIRE COLLEGE OF ADVANCED STUDIES, MUDAVANNUR   ",Kerala,Palakkad
4387,"ASSABAH ARABIC COLLEGE, PAVITTAPURAM   ",Kerala,Malappuram
4388,"ASSABAH ARTS & SCIENCE COLLEGE, VALAYAMKULAM   ",Kerala,Malappuram
4389,"A.V.ABDURAHIMAN HAJI ARTS & SCIENCE COLLEGE,MEPPAYUR   ",Kerala,Kozhikode
4390,"AWH COLLEGE OF EDUCATION, KALLAI   ",Kerala,Kozhikode
4391,"AWH COLLEGE OF SCIENCE & TECHNOLOGY, ANAKKARA   ",Kerala,Palakkad
4392,"AWH ENGINEERING COLLEGE, KUTTIKKATTOOR   ",Kerala,Kozhikode
4393,"AWH SPECIAL COLLEGE, KALLAI   ",Kerala,Kozhikode
4394,"AXIS COLLEGE OF ENGINEERING AND TECHNOLOGY, MURIKKINGAL   ",Kerala,Thrissur
4395,"BAFAKHY Y. B. Ed. COLLEGE, KALPAKANCHERY   ",Kerala,Malappuram
4396,"BAFAKY YATHEEM KHANA ARTS & SCIENCE COLLEGE OF WOMEN, KALPAKANCHERY   ",Kerala,Malappuram
4397,"BAITHUL IZZA ARTS & SCIENCE COLLEGE, NARIKKUNI   ",Kerala,Kozhikode
4398,"BAITHUL IZZA WOMENS ARABIC COLLEGE, NARIKKUNI   ",Kerala,Kozhikode
4399,BHARATHEEYA V ,Kerala,Palakkad
4400,BHARATHIYA V ,Kerala,Kozhikode
4401,"BHAVAN'S INSTITUTE OF EDUCATION, RAMANATTUKARA   ",Kerala,Kozhikode
4402,"BHAVAN'S N.A.PALKHIVALA ACADEMY FOR ADVANCED LEGAL STUDIES & RESEARCH,VAZHAYUR   ",Kerala,Malappuram
4403,"BHAVAN'S PLATINUM JUBILEE COLLEGE, RAMANATTUKARA   ",Kerala,Kozhikode
4404,"BLOSSOM ARTS & SCIENCE COLLEGE, VALIYAPARAMBA   ",Kerala,Malappuram
4405,"BSS B. Ed. TRAINING COLLEGE, ALTHUR   ",Kerala,Palakkad
4406,"Calicut University Centre, Kadamat   ",Lakshadweep,Lakshadweep
4407,"CARMEL COLLEGE, MALA   ",Kerala,Thrissur
4408,"CENTRE FOR COMPUTER SCIENCE AND IT, UNIVERSITY CAMPUS   ",Kerala,Malappuram
4409,"CENTRE FOR HEALTH SCIENCES, UNIVERSITY CAMPUS   ",Kerala,Malappuram
4410,"CHATHANKULAM IMS, MENONPARA   ",Kerala,Palakkad
4411,"CHEMBAI MEMORIAL GOVT. MUSIC COLLEGE, PALAKKAD   ",Kerala,Palakkad
4412,CHERPULASSERY COLLEGE OF SCIENCE & TECHNOLOGY   ,Kerala,Palakkad
4413,"CHRIST COLLEGE, IRINJALAKKUDA   ",Kerala,Thrissur
4414,"CHRIST COLLEGE OF PHYSICAL EDUCATION, IRINJALAKKUDA   ",Kerala,Thrissur
4415,"CICS COLLEGE OF TEACHER EDUCATION,   ",Kerala,Kozhikode
4416,"CKG MEMORIAL GOVT. COLLEGE,PERAMBRA   ",Kerala,Kozhikode
4417,"C.K. RAGHAVAN MEMORIAL COLLEGE OF TEACHER EDUCATION, PULPALLY   ",Kerala,Wayanad
4418,"C. M. College of Arts & Science, Kaithakkal, Panamaram   ",Kerala,Wayanad
4419,"COCHIN COLLEGE OF ENGINEERING & TECHNOLOGY, VALIYAPARAMBA   ",Kerala,Malappuram
4420,"COLLEGE OF APPLIED SCIENCES, AGALI, ATTAPPADI   ",Kerala,Palakkad
4421,"COLLEGE OF APPLIED SCIENCES, AYALUR   ",Kerala,Palakkad
4422,"COLLEGE OF APPLIED SCIENCES, CHELAKKARA   ",Kerala,Thrissur
4423,"COLLEGE OF APPLIED SCIENCES,IHRD, KALLACHI   ",Kerala,Kozhikode
4424,"COLLEGE OF APPLIED SCIENCES, IHRD, KILIYANAD   ",Kerala,Kozhikode
4425,"COLLEGE OF APPLIED SCIENCES, IHRD, MUNDUPARAMBA   ",Kerala,Malappuram
4426,"COLLEGE OF APPLIED SCIENCES, IHRD, MUTHUVALLUR   ",Kerala,Malappuram
4427,"COLLEGE OF APPLIED SCIENCES, IHRD, THIRUVAMBADY   ",Kerala,Kozhikode
4428,"COLLEGE OF APPLIED SCIENCES, IHRD, VATTAMKULAM   ",Kerala,Malappuram
4429,"COLLEGE OF APPLIED SCIENCES, IHRD, VAZHAKKAD   ",Kerala,Malappuram
4430,"COLLEGE OF APPLIED SCIENCES, KODUNGALLUR   ",Kerala,Thrissur
4431,"COLLEGE OF APPLIED SCIENCES, KUZHALMANNAM   ",Kerala,Palakkad
4432,"COLLEGE OF APPLIED SCIENCES, MALAMPUZHA   ",Kerala,Palakkad
4433,"COLLEGE OF APPLIED SCIENCES, NATTIKA   ",Kerala,Thrissur
4434,"COLLEGE OF APPLIED SCIENCES, THAMARASSERY   ",Kerala,Kozhikode
4435,"COLLEGE OF APPLIED SCIENCES, VADAKKANCHERY   ",Kerala,Palakkad
4436,College of Education. Kavaratti   ,Lakshadweep,Lakshadweep
4437,"CPA COLLEGE OF ARTS AND SCIENCE, PUTHANATHANI   ",Kerala,Malappuram
4438,"DARUL HUDA ARTS & SCIENCE COLLEGE,NADAPURAM   ",Kerala,Kozhikode
4439,"DARUL MA ARIFA ARABIC COLLEGE, PUTHUPPADY   ",Kerala,Kozhikode
4440,"DARUL ULOOM ARABIC COLLEGE, VAZHAKKAD   ",Kerala,Malappuram
4441,"DARUL ULOOM COLLEGE OF TEACHER EDUCATION, VAZHAKKAD   ",Kerala,Malappuram
4442,"DARUNNAJATH ARABIC COLLEGE, KARUVARAKUNDU   ",Kerala,Malappuram
4443,"DAYAPURAM ARTS & SCIENCE COLLEGE  WOMEN),REC   ",Kerala,Kozhikode
4444,"DEVAKI AMMA COLLEGE OF TEACHER EDUCATION, CHELEMBRA   ",Kerala,Malappuram
4445,"DEVAKI AMMA G. COLLEGE OF ARCHITECTURE, CHELEMBRA   ",Kerala,Malappuram
4446,"DON BOSCO COLLEGE, MANNUTHY   ",Kerala,Thrissur
4447,"DON BOSCO COLLEGE, SULTHAN BATHERY   ",Kerala,Wayanad
4448,"Dr. GAFOOR MEMORIAL MES MAMPAD COLLEGE, MAMPAD   ",Kerala,Malappuram
4449,"Dr. PALPU MEMORIAL SNDP YOGAM COLLEGE OF EDUCATION, KODUNGALLUR   ",Kerala,Thrissur
4450,"ELIJAH INSTITUTE OF MANAGEMENT STUDIES,ST. MARY'S STREET, THRISSUR   ",Kerala,Thrissur
4451,"EMEA ARTS & SCIENCE COLLEGE, KONDOTTY   ",Kerala,Malappuram
4452,"EMEA TRAINING COLLEGE, KONDOTTY   ",Kerala,Malappuram
4453,"ERANAD KNOWLEDGE CITY TECHNICAL CAMPUS, CHERUKULAM, MANJERI   ",Kerala,Malappuram
4454,"EUPHRASIA TRAINING COLLEGE, IRINJALAKKUDA   ",Kerala,Thrissur
4455,"EZHUTHACHAN TRAINING COLLEGE, MANNAPRA   ",Kerala,Palakkad
4456,"FALAHIYA ARABIC COLLEGE, MALAPPURAM   ",Kerala,Malappuram
4457,"FAROOK ARTS & SCIENCE COLLEGE, CHANGUVETTY   ",Kerala,Malappuram
4458,"FAROOK B. Ed. COLLEGE, CHANGUVETTY   ",Kerala,Malappuram
4459,"FAROOK COLLEGE, KOZHIKKODE   ",Kerala,Kozhikode
4460,"FAROOK INSTITUTE OF MANAGEMENT, FAROOK COLLEGE   ",Kerala,Kozhikode
4461,FAROOK TRAINING COLLEGE   ,Kerala,Kozhikode
4462,"GEMS ARTS & SCIENCE COLLEGE, PANANAGANGARA   ",Kerala,Malappuram
4463,"GOVERNMENT COLLEGE, AGALI, ATTAPPADI   ",Kerala,Palakkad
4464,"GOVERNMENT ENGINEERING COLLEGE, SREEKRISHNAPURAM   ",Kerala,Palakkad
4465,"GOVT. ARTS & SCIENCE COLLEGE, KOZHINJAMPARA   ",Kerala,Palakkad
4466,"GOVT. ARTS & SCIENCE COLLEGE, MEENCHANDA   ",Kerala,Kozhikode
4467,"GOVT. COLLEGE, CHITTUR   ",Kerala,Palakkad
4468,"GOVT. COLLEGE, KODENCHERY   ",Kerala,Kozhikode
4469,"GOVT. COLLEGE, MADAPPALLY   ",Kerala,Kozhikode
4470,"GOVT. COLLEGE, MALAPPURAM   ",Kerala,Malappuram
4471,"GOVT. COLLEGE, MOKERI   ",Kerala,Kozhikode
4472,"GOVT. COLLEGE OF FINE ARTS, THRISSUR   ",Kerala,Thrissur
4473,"GOVT. COLLEGE OF PHYSICAL EDUCATION,KOZHIKKODE   ",Kerala,Kozhikode
4474,"GOVT. COLLEGE OF TEACHER EDUCATION,   ",Kerala,Kozhikode
4475,"GOVT. ENGG COLLEGE, THRISSUR   ",Kerala,Thrissur
